id,name,size,active,duration
0,data.xlsx,0.409,False,30
0,HowToDrucken.pdf,0.72,False,30
0,Infografik Patch Lifecycle_hoch_IT.jpg,0.911,False,30
0,Wallet mit Betch.jpg,0.173,False,30
